test/cube_pos_constraint,_step,test/achieved_goal,test/action,test/done,test/desired_goal,test/observations,test/causal_embedding,test/robot_constraint,test/env_info,_runtime,test/reward,test/episode,global_step,_timestamp,test/steps,pca
"[[-0.032217901200056076, 0.03341146931052208, -0.0463467612862587]]",1243,"[0.6773766875267029, -0.19484519958496094, 0.029989855363965034]","[-0.7385596036911011, 0.9480371475219727, -0.9269338250160217, -0.9878000617027283]",False,"[0.41699719429016113, -0.052074797451496124, 0.029999999329447746]","[[0.6672059893608093, -0.1796053647994995, 0.02274276316165924, 0.050298530608415604, 0.6773766875267029, -0.19484519958496094, 0.029989855363965034, 6.379270871548215e-06, 2.049897176448212e-07, -0.050773732364177704]]","[0.05548659712076187, -0.9126157760620117, 2.2088840007781982, 2.4025866985321045, -0.2725651264190674, 0.6038923859596252]","[[-0.03089175745844841, 0.035338517278432846, -0.04642690718173981]]","[0, 30]",4.669546549,-0.29695263504981995,41.0,1243.0,1748233136.8392837,29.0,
"[[0.006510084494948387, -0.05073046311736107, 0.016903728246688843]]",1251,"[0.6529712080955505, -0.023341607302427292, 0.029988093301653862]","[0.35653960704803467, -0.9390902519226074, 0.3382304906845093, -0.8669078946113586]",False,"[0.41699719429016113, -0.052074797451496124, 0.029999999329447746]","[[0.6638085246086121, -0.0368025116622448, 0.024060476571321487, 0.05251374840736389, 0.6529712080955505, -0.023341607302427292, 0.029988093301653862, -2.9378279577940702e-05, -2.7636007871478796e-05, 0.022539649158716202]]","[-0.20043297111988068, -1.9458768367767334, 3.019862651824951, 5.124246597290039, 0.818290114402771, 0.37940430641174316]","[[0.00721091590821743, -0.052130427211523056, 0.01617342419922352]]","[0, 30]",4.712923067,-0.2377169132232666,41.0,1251.0,1748233136.8606105,37.0,
"[[0.05260738730430603, -0.17528508603572845, -0.008710231631994247]]",1263,"[0.6172863841056824, 0.005054239183664322, 0.029999999329447746]","[0.5464810132980347, 0.7172790765762329, -0.1739901304244995, 0.6546812057495117]",True,"[0.5950926542282104, -0.008399116806685925, 0.029999999329447746]","[[0.6384396553039551, -2.194472251484947e-12, 0.19740013778209686, 0, 0.6172863841056824, 0.005054239183664322, 0.029999999329447746, 0, 0, 0]]","[-0.5721413493156433, -4.755505561828613, 2.5045242309570312, 13.084273338317871, 4.998301029205322, -0.5219812989234924]","[[0.008372336626052856, -0.15190976858139038, -0.18347492814064026]]","[0, 30]",4.713371668,-0.2765336334705353,41.0,1263.0,1748233136.8886864,49.0,
"[[-0.044727470725774765, 0.00936838984489441, -0.04779837280511856]]",1280,"[0.623354971408844, 0.024796897545456886, 0.0299863051623106]","[-0.953794002532959, 0.9021496772766113, -0.9556781053543091, -0.8476792573928833]",False,"[0.5726652145385742, 0.08817601948976517, 0.029999999329447746]","[[0.6309441924095154, 0.0367341972887516, 0.022887544706463814, 0.05280493572354317, 0.623354971408844, 0.024796897545456886, 0.0299863051623106, 0.0013426875229924917, -0.001440283376723528, 0.026522774249315262]]","[-0.3184332549571991, 0.3325217366218567, 0.6020850539207458, -0.22848036885261536, -0.8174274563789368, 0.4489319920539856]","[[-0.04093446955084801, 0.008274942636489868, -0.047979824244976044]]","[0, 30]",4.757260526,-0.08115643262863159,42.0,1280.0,1748233136.924287,16.0,
"[[0.011685937643051147, -0.0323089100420475, 0.007552587892860174]]",1292,"[0.5973215103149414, 0.07184749096632004, 0.029982903972268105]","[0.3807729482650757, -0.9090006947517395, 0.15008854866027832, -0.32637256383895874]",False,"[0.6824215054512024, -0.2050866037607193, 0.029999999329447746]","[[0.5970792770385742, 0.05897261202335358, 0.02367507666349411, 0.0552629716694355, 0.5973215103149414, 0.07184749096632004, 0.029982903972268105, -0.00023589488409925252, 5.237828190729488e-06, 0.03817378729581833]]","[-0.03615886718034744, 0.27822601795196533, 0.08139888942241669, 0.03609027341008186, 0.12187710404396057, 0.0658700093626976]","[[0.011235624551773071, -0.03302650526165962, 0.007864175364375114]]","[0, 30]",4.763051571,-0.289714515209198,43.0,1292.0,1748233136.9499469,10.0,
"[[0.013519449159502983, -0.0285666324198246, 0.011701456271111965]]",1293,"[0.6088699102401733, 0.052558884024620056, 0.029988164082169533]","[0.5013569593429565, -0.9571047425270081, 0.23413431644439697, -0.4944460391998291]",False,"[0.6824215054512024, -0.2050866037607193, 0.029999999329447746]","[[0.6081503629684448, 0.03983480483293533, 0.023644791916012764, 0.055001650005578995, 0.6088699102401733, 0.052558884024620056, 0.029988164082169533, -5.081702329334803e-05, 1.6493211205670377e-06, 0.037228167057037354]]","[-0.11903495341539383, 0.30580729246139526, 0.11077190935611725, 0.025916073471307755, 0.1013319343328476, 0.09693264216184616]","[[0.013996763154864311, -0.02871743217110634, 0.01173700112849474]]","[0, 30]",4.765790362,-0.267938494682312,43.0,1293.0,1748233136.9527504,11.0,
"[[0.019452787935733795, -0.016341540962457657, 0.017110563814640045]]",1295,"[0.6392328143119812, -0.005328618921339512, 0.02993669919669628]","[0.724825382232666, -0.9678378105163574, 0.3419750928878784, -0.7651000022888184]",False,"[0.6824215054512024, -0.2050866037607193, 0.029999999329447746]","[[0.6377338767051697, -0.017336104065179825, 0.023868674412369728, 0.05567360296845436, 0.6392328143119812, -0.005328618921339512, 0.02993669919669628, -0.001638159272260964, -0.00013696939276997, 0.02055240422487259]]","[-0.26202839612960815, 0.34197214245796204, 0.23389986157417297, -0.0635935589671135, -0.12429780513048172, 0.20766165852546692]","[[0.020154036581516266, -0.01660453900694847, 0.016904329881072044]]","[0, 30]",4.7713348,-0.20437349379062653,43.0,1295.0,1748233136.9583519,13.0,
"[[0.028820980340242386, 0.023412270471453667, -0.019235434010624886]]",1302,"[0.6340182423591614, 0.26647821068763733, 0.02998925745487213]","[0.5764195919036865, 0.46824538707733154, -0.38465046882629395, 0.7298517227172852]",False,"[0.5590358376502991, 0.2923499345779419, 0.029999999329447746]","[[0.6221992373466492, 0.053323160856962204, 0.19502636790275574, 0.07881753891706467, 0.6340182423591614, 0.26647821068763733, 0.02998925745487213, -3.6207754874340026e-06, -1.6889260223251767e-05, 1.1487787388020365e-09]]","[0.03145534545183182, -0.025785446166992188, -0.01915780082345009, -0.028214216232299805, 0.05357807129621506, 0.13179919123649597]","[[0.0073531754314899445, -0.006200458854436874, -0.0218846183270216]]","[0, 30]",4.82101867,-0.0793202593922615,44.0,1302.0,1748233136.9740524,1.0,
"[[-0.004195794463157654, 0.021620923653244972, 0.005822977051138878]]",1305,"[0.6340182423591614, 0.26647821068763733, 0.029989873990416527]","[-0.08391588926315308, 0.43241846561431885, 0.11645972728729248, 0.7680158615112305]",False,"[0.5590358376502991, 0.2923499345779419, 0.029999999329447746]","[[0.630565345287323, 0.11620911955833435, 0.17743733525276184, 0.0799984410405159, 0.6340182423591614, 0.26647821068763733, 0.029989873990416527, -4.905948571831686e-07, 4.406920652400004e-06, 1.160747720163613e-09]]","[0.12522782385349274, 0.0043783485889434814, 0.026114370673894882, -0.01810503751039505, -0.016253121197223663, -0.03208641707897186]","[[-0.001223251223564148, 0.0038778800517320633, 0.0008562356233596802]]","[0, 30]",4.821136368,-0.0793202593922615,44.0,1305.0,1748233136.979143,4.0,
"[[0.003414297243580222, 0.046683263033628464, -0.0409541018307209]]",1308,"[0.6340182423591614, 0.26647821068763733, 0.02998991310596466]","[0.06828594207763672, 0.9336652755737305, -0.8190812468528748, 0.8586399555206299]",False,"[0.5590358376502991, 0.2923499345779419, 0.029999999329447746]","[[0.6211111545562744, 0.19552840292453766, 0.10225001722574234, 0.07999997586011887, 0.6340182423591614, 0.26647821068763733, 0.02998991310596466, -1.0284869622623205e-09, 2.866291879399796e-06, 1.162842822033383e-09]]","[0.14392639696598053, 0.16039785742759705, 0.06496404111385345, 0.0006668493151664734, 0.06634226441383362, -0.0026056021451950073]","[[0.004856491461396217, 0.011657100170850754, -0.002259034663438797]]","[0, 30]",4.821253855,-0.0793202593922615,44.0,1308.0,1748233136.9840782,7.0,
"[[0.008765566162765026, 0.03710652515292168, -0.03526543825864792]]",1310,"[0.634885311126709, 0.2704683542251587, 0.02998998388648033]","[0.19803857803344727, 0.8123465776443481, -0.7053077816963196, 0.3741861581802368]",False,"[0.5590358376502991, 0.2923499345779419, 0.029999999329447746]","[[0.6310979127883911, 0.2646985650062561, 0.05530887842178345, 0.07962735742330551, 0.634885311126709, 0.2704683542251587, 0.02998998388648033, -5.252114760878612e-07, -3.5733972225671096e-08, -0.08837579190731049]]","[0.03820118308067322, 0.244341179728508, 0.07364208996295929, 0.02613220363855362, 0.11664227396249771, 0.039484672248363495]","[[-0.0003616334870457649, 0.00807177647948265, -0.02756958082318306]]","[0, 30]",4.821325057,-0.07894265651702881,44.0,1310.0,1748233136.9877477,9.0,
"[[0.03318434953689575, -0.005576854571700096, -0.04058128222823143]]",1312,"[0.6448018550872803, 0.2930993437767029, 0.02997523359954357]","[0.8163928985595703, 0.20140039920806885, -0.8122297525405884, -0.3467550277709961]",False,"[0.5590358376502991, 0.2923499345779419, 0.029999999329447746]","[[0.6570385098457336, 0.292725145816803, 0.022136058658361435, 0.05708213150501251, 0.6448018550872803, 0.2930993437767029, 0.02997523359954357, 0.0004173028573859483, -4.9053960538003594e-05, -0.026477862149477005]]","[-0.12480434030294418, 0.30510926246643066, 0.11486406624317169, 0.024599548429250717, 0.10716220736503601, 0.09578347206115723]","[[0.017323076725006104, 0.0050019267946481705, -0.04083739221096039]]","[0, 30]",4.821409383,-0.08576927334070206,44.0,1312.0,1748233136.991962,11.0,
"[[-0.031203430145978928, -0.0383148193359375, -0.0488332137465477]]",1317,"[0.6414055824279785, 0.3192654550075531, 0.029990028589963913]","[-0.8679922819137573, -0.9906566143035889, -0.9825807213783264, -0.9837232828140259]",False,"[0.5590358376502991, 0.2923499345779419, 0.029999999329447746]","[[0.6430357098579407, 0.3007984757423401, 0.022568663582205772, 0.04727862775325775, 0.6414055824279785, 0.3192654550075531, 0.029990028589963913, -0.00017314511933363974, -0.0001705895847408101, 0.02888830006122589]]","[-0.2943940758705139, 0.32856008410453796, 0.5248135328292847, -0.1807211935520172, -0.8952475786209106, 0.45536959171295166]","[[-0.030195455998182297, -0.0377923846244812, -0.04900126904249191]]","[0, 30]",4.821613041,-0.08665573596954346,44.0,1317.0,1748233137.0049822,16.0,
"[[-0.004772478248924017, -0.008051367476582527, -0.027553943917155266]]",1326,"[0.4781953990459442, 0.08333003520965576, 0.02998991310596466]","[-0.08972930908203125, -0.20061033964157104, -0.551080584526062, 0.4904773235321045]",False,"[0.5407435297966003, -0.2910366654396057, 0.029999999329447746]","[[0.47388318181037903, 0.07368257641792297, 0.021963484585285187, 0.08007589727640152, 0.4781953990459442, 0.08333003520965576, 0.02998991310596466, -1.2276296956770238e-06, -3.852073405141709e-06, 0.05616836994886398]]","[0.1654108166694641, 0.10980741679668427, 0.051946189254522324, -0.005500204861164093, 0.03407774120569229, -0.020117193460464478]","[[-0.002794408705085516, -0.0031288284808397293, -0.009471440687775612]]","[0, 30]",4.865126914,-0.37955591082572937,45.0,1326.0,1748233137.023462,6.0,
"[[-0.0002832531463354826, -0.02608165517449379, -0.008708832785487175]]",1330,"[0.48932552337646484, 0.04478086531162262, 0.029989972710609436]","[0.0563434362411499, -0.8631592392921448, -0.1741771697998047, -0.1824190616607666]",False,"[0.5407435297966003, -0.2910366654396057, 0.029999999329447746]","[[0.48498037457466125, 0.034885209053754807, 0.024267684668302536, 0.05623111501336098, 0.48932552337646484, 0.04478086531162262, 0.029989972710609436, -0.0002631852403283119, 0.0002632646355777979, 0.04943494498729706]]","[-0.03945866972208023, 0.27714911103248596, 0.09405305981636047, 0.030459418892860413, 0.12781183421611786, 0.06413901597261429]","[[0.0008548081386834383, -0.02378760650753975, -0.0024079661816358566]]","[0, 30]",4.865267555,-0.3397310972213745,45.0,1330.0,1748233137.0329878,10.0,
"[[-0.03749832138419151, 0.020228762179613113, -0.02318909950554371]]",1342,"[0.4320363700389862, 0.2885240614414215, 0.029989806935191154]","[-0.7499663829803467, 0.4045752286911011, -0.4637709856033325, 0.09997594356536865]",False,"[0.6958683729171753, 0.02441582642495632, 0.029999999329447746]","[[0.5751880407333374, 0.06525656580924988, 0.18115784227848053, 0.07343101501464844, 0.4320363700389862, 0.2885240614414215, 0.029989806935191154, -3.7211132166703464e-06, 1.6437454632978188e-06, 1.1495421281537688e-09]]","[0.017362644895911217, -0.028309226036071777, -0.0129597969353199, -0.020358070731163025, 0.021195143461227417, 0.057128265500068665]","[[-0.014160063117742538, 0.00472550094127655, -0.006119731813669205]]","[0, 30]",4.909017457,-0.3733101785182953,46.0,1342.0,1748233137.0611649,2.0,
"[[-0.01595497690141201, 0.03863516077399254, -0.022729745134711266]]",1347,"[0.4320363700389862, 0.2885240614414215, 0.029989972710609436]","[-0.3190995454788208, 0.7727031707763672, -0.4545929431915283, 0.3681302070617676]",False,"[0.6958683729171753, 0.02441582642495632, 0.029999999329447746]","[[0.48876088857650757, 0.2042166292667389, 0.09167670458555222, 0.07999981939792633, 0.4320363700389862, 0.2885240614414215, 0.029989972710609436, -1.0217132695444775e-09, 8.915614557736262e-07, 1.1628352725168156e-09]]","[0.14392660558223724, 0.1603977233171463, 0.06496170163154602, 0.0006678029894828796, 0.06634148955345154, -0.0026056766510009766]","[[-0.0017489250749349594, 0.007833313196897507, -0.0024003293365240097]]","[0, 30]",4.909191529,-0.3733101785182953,46.0,1347.0,1748233137.0694788,7.0,
"[[-0.031458523124456406, -0.013383734971284866, -0.024831930175423622]]",1355,"[0.37851789593696594, 0.1815112978219986, 0.02998991683125496]","[-0.9479724764823914, -0.9688306450843811, -0.49631524085998535, -0.7579802870750427]",False,"[0.6958683729171753, 0.02441582642495632, 0.029999999329447746]","[[0.3797430098056793, 0.17091259360313416, 0.022891908884048462, 0.051583804190158844, 0.37851789593696594, 0.1815112978219986, 0.02998991683125496, 0.001752612181007862, -0.0017533948412165046, -0.0060440958477556705]]","[-0.21330875158309937, 0.4030478894710541, 0.16425710916519165, -0.010476917028427124, -0.7611942887306213, 0.38743728399276733]","[[-0.02983390912413597, -0.016746003180742264, -0.02298017591238022]]","[0, 30]",4.9094631920000005,-0.3541049659252167,46.0,1355.0,1748233137.0865812,15.0,
"[[-0.022756066173315048, -0.012670625001192093, -0.0032177921384572983]]",1356,"[0.3567922115325928, 0.14590345323085785, 0.029972830787301064]","[-0.8896350264549255, -0.9655693769454956, -0.06469756364822388, -0.8731288909912109]",False,"[0.6958683729171753, 0.02441582642495632, 0.029999999329447746]","[[0.353837788105011, 0.13593192398548126, 0.022327013313770294, 0.051458872854709625, 0.3567922115325928, 0.14590345323085785, 0.029972830787301064, -0.0005708456737920642, 1.3156869727026788e-07, 0.009382897987961769]]","[-0.18153157830238342, 0.3696313798427582, 0.3348096013069153, -0.14392656087875366, -1.031795620918274, 0.5245389342308044]","[[-0.018576528877019882, -0.013297799974679947, -0.002669982612133026]]","[0, 30]",4.909498537,-0.36018314957618713,46.0,1356.0,1748233137.0891886,16.0,
"[[0.042008545249700546, 0.042888302356004715, 0.01865626685321331]]",1385,"[0.13719362020492554, -0.01767917163670063, 0.029989831149578094]","[0.7540502548217773, 0.885466456413269, 0.3731253147125244, 0.7260692119598389]",False,"[0.6958683729171753, 0.02441582642495632, 0.029999999329447746]","[[0.018239600583910942, 0.34879326820373535, 0.008754950948059559, 0.07963854819536209, 0.13719362020492554, -0.01767917163670063, 0.029989831149578094, 2.742608273820224e-07, 5.912417691433802e-06, 2.012423038482666]]","[0.06684950739145279, -4.030396461486816, 2.989506244659424, 10.84777545928955, 3.2673420906066895, -0.0866532027721405]","[[0.023399610072374344, 0.02551177889108658, 0.019854813814163208]]","[0, 30]",4.997095629,-0.5602583885192871,46.0,1385.0,1748233137.1494422,45.0,
"[[-0.00923378486186266, -0.019223392009735107, -0.0411626473069191]]",1390,"[0.40386584401130676, 0.10343410074710846, 0.029989857226610184]","[-0.1846756935119629, -0.38446784019470215, -0.8234557509422302, 0.9860492944717407]",False,"[0.6544071435928345, -0.16075898706912994, 0.029999999329447746]","[[0.635829508304596, -0.014722276479005814, 0.17062649130821228, 0.07027328759431839, 0.40386584401130676, 0.10343410074710846, 0.029989857226610184, 4.909812560072169e-06, 4.2067799199685396e-07, 3.188017991956338e-12]]","[0.031228376552462578, -0.03600657731294632, -0.04087379202246666, -0.03563203662633896, 0.07730496674776077, 0.20066677033901215]","[[-0.006623637862503529, -0.004501115530729294, -0.014399141073226929]]","[0, 30]",4.997598851,-0.3641001582145691,47.0,1390.0,1748233137.1590068,0.0,
"[[-0.048549067229032516, 0.03378943353891373, 0.0016843139892444015]]",1393,"[0.40386584401130676, 0.10343410074710846, 0.029989831149578094]","[-0.9709812998771667, 0.6757886409759521, 0.033686280250549316, 0.4283170700073242]",False,"[0.6544071435928345, -0.16075898706912994, 0.029999999329447746]","[[0.5117153525352478, 0.07482617348432541, 0.11251325160264969, 0.0785118043422699, 0.40386584401130676, 0.10343410074710846, 0.029989831149578094, 5.905682428419823e-06, 2.752445311671181e-07, 3.534542450389644e-12]]","[0.05667731538414955, -0.027732402086257935, 0.006567716598510742, -0.02091337740421295, -0.017263762652873993, -0.00501154363155365]","[[-0.015506934374570847, 0.0021600984036922455, 0.0011476412182673812]]","[0, 30]",4.997748608,-0.3641001582145691,47.0,1393.0,1748233137.1638303,3.0,
