test/cube_pos_constraint,_step,test/achieved_goal,test/action,test/done,test/desired_goal,test/observations,test/causal_embedding,test/robot_constraint,test/env_info,_runtime,test/reward,test/episode,global_step,_timestamp,test/steps
"[[-0.04923505336046219, -0.04532356932759285, -0.04844627529382706]]",6007,"[0.425204873085022, -0.10866128653287888, 0.029989078640937805]","[-0.9846843481063843, -0.906509518623352, -0.9688665270805359, 0.9325445890426636]",False,"[0.4908579885959625, 0.24315035343170166, 0.029999999329447746]","[[0.5772075653076172, -0.07563665509223938, 0.17811888456344604, 0.07191319018602371, 0.425204873085022, -0.10866128653287888, 0.029989078640937805, 3.913843465852551e-05, 7.06591572452453e-06, -5.638323727907846e-06]]","[0.031456079334020615, -0.025776326656341553, -0.01915731653571129, -0.028204672038555145, 0.05358295887708664, 0.13179808855056763]","[[-0.032492466270923615, 0.004709962755441666, -0.03372466191649437]]","[1, 30]",17.231779746,-0.35788512229919434,30,6007,1748251634.7893257,1
"[[-0.03656261786818504, 0.02460450865328312, -0.03190925717353821]]",6011,"[0.4252033829689026, -0.1086602509021759, 0.02998991310596466]","[-0.7312517166137695, 0.4920922517776489, -0.6381845474243164, 0.48537492752075195]",False,"[0.4908579885959625, 0.24315035343170166, 0.029999999329447746]","[[0.42905285954475403, -0.09996721893548965, 0.04894772171974182, 0.08002709597349167, 0.4252033829689026, -0.1086602509021759, 0.02998991310596466, -6.075294436413969e-07, 3.3008095101649815e-07, -1.1715979781001806e-05]]","[0.15960164368152618, 0.054113633930683136, 0.04070448502898216, -0.012321986258029938, 0.0050459131598472595, -0.03154577314853668]","[[-0.008483286947011948, 0.005338901653885841, -0.005436532199382782]]","[1, 30]",17.231922364,-0.35788437724113464,30,6011,1748251634.797075,5
"[[-0.0023629397619515657, -0.018543466925621033, 0.001702351146377623]]",6049,"[0.6395871043205261, 0.20107455551624298, 0.02998865395784378]","[-0.04728144407272339, -0.37075698375701904, 0.03416287899017334, 0.7500320672988892]",False,"[0.4908579885959625, 0.24315035343170166, 0.029999999329447746]","[[0.6642763018608093, 0.18376968801021576, 0.07269775122404099, 0.07999970763921738, 0.6395871043205261, 0.20107455551624298, 0.02998865395784378, 4.4440799683798105e-05, -2.3124293591081369e-07, 0.21720513701438904]]","[0.21237032115459442, -3.5890140533447266, 2.92435622215271, 9.6202392578125, 2.729482889175415, 0.027645424008369446]","[[-0.0026352733839303255, -0.003951415419578552, 0.00044390710536390543]]","[1, 30]",17.363414791,-0.15456622838974,30,6049,1748251634.8995192,43
"[[0.041289832442998886, 0.021373040974140167, 0.047544293105602264]]",6073,"[0.43423470854759216, 0.10397393256425858, 0.030483171343803406]","[0.9942679405212402, 0.9190696477890015, 0.9511203765869141, -0.9815505146980286]",False,"[0.6526310443878174, 0.21865586936473846, 0.029999999329447746]","[[0.4175949692726135, 0.11741814017295837, 0.032135795801877975, 0.05411728098988533, 0.43423470854759216, 0.10397393256425858, 0.030483171343803406, -0.016576947644352913, -1.1519554163896828e-06, -0.01549789309501648]]","[-0.19479750096797943, 0.31137749552726746, 0.1632879376411438, 0.09774429351091385, -1.731046438217163, 0.6184710264205933]","[[0.04149788245558739, 0.022021546959877014, 0.04751050844788551]]","[1, 30]",17.407464665,-0.24667617678642273,31,6073,1748251634.9537642,17
"[[0.01732230745255947, 0.028126729652285576, 0.0500008761882782]]",6089,"[0.631273627281189, 0.2963710427284241, 0.029989156872034073]","[0.3464711904525757, 0.5625464916229248, 0.9998006820678711, 0.9999070167541504]",False,"[0.5989661812782288, -0.26807740330696106, 0.029999999329447746]","[[0.6414433717727661, 0.019443949684500694, 0.21238218247890472, 0.07027468830347061, 0.631273627281189, 0.2963710427284241, 0.029989156872034073, 6.186130121932365e-06, 3.70309098798316e-05, 3.4462946132407524e-06]]","[0.03122689574956894, -0.03596717119216919, -0.04086534306406975, -0.03559320420026779, 0.07731862366199493, 0.2006399929523468]","[[0.01431984268128872, 0.008683376014232635, 0.03500799089670181]]","[1, 30]",17.463273082,-0.5653722882270813,32,6089,1748251634.9964879,0
"[[0.0104415537789464, 0.04738825187087059, -0.005685390438884497]]",6092,"[0.6312741637229919, 0.29637348651885986, 0.02998892404139042]","[0.2088334560394287, 0.9477810859680176, -0.11370795965194702, 0.7064504623413086]",False,"[0.5989661812782288, -0.26807740330696106, 0.029999999329447746]","[[0.6664594411849976, 0.13812704384326935, 0.154694065451622, 0.07998254895210266, 0.6312741637229919, 0.29637348651885986, 0.02998892404139042, 6.188558018038748e-06, 4.479591370909475e-05, 1.3701086572837085e-05]]","[0.05662332475185394, -0.027750752866268158, 0.0067063383758068085, -0.02100326120853424, -0.017192251980304718, -0.005017131567001343]","[[0.011492324061691761, 0.007729481905698776, 0.019847309216856956]]","[1, 30]",17.463385052,-0.5653747916221619,32,6092,1748251635.0017772,3
"[[0.02728477120399475, -0.04114486649632454, 0.020592229440808296]]",6114,"[0.659709632396698, 0.2284272015094757, 0.02998976781964302]","[0.6629472970962524, -0.9726578593254089, 0.41184258460998535, -0.3993053436279297]",False,"[0.5989661812782288, -0.26807740330696106, 0.029999999329447746]","[[0.663582444190979, 0.21545206010341644, 0.02596471458673477, 0.05493263155221939, 0.659709632396698, 0.2284272015094757, 0.02998976781964302, -1.5671714663767489e-06, -1.2284548574825749e-05, 0.07113465666770935]]","[0.2522984445095062, -0.34213486313819885, 1.7923539876937866, 1.309486746788025, -0.6716029047966003, 0.6186421513557434]","[[0.026625603437423706, -0.041922349482774734, 0.020576683804392815]]","[1, 30]",17.511624672,-0.5002065300941467,32,6114,1748251635.0561345,25
"[[0.02710273489356041, -0.040071263909339905, 0.025225870311260223]]",6117,"[0.6752444505691528, 0.20219311118125916, 0.02998986467719078]","[0.6362740993499756, -0.9855464100837708, 0.5045167207717896, 0.004400372505187988]",False,"[0.5989661812782288, -0.26807740330696106, 0.029999999329447746]","[[0.6829313635826111, 0.20097267627716064, 0.026944557204842567, 0.05649559572339058, 0.6752444505691528, 0.20219311118125916, 0.02998986467719078, -6.7365349423198495e-06, -6.772795586584834e-07, 0.0625808984041214]]","[0.16698740422725677, -0.7491264343261719, 2.141557216644287, 2.039595365524292, -0.38132908940315247, 0.6428350806236267]","[[0.02571716532111168, -0.042786985635757446, 0.024691972881555557]]","[1, 30]",17.511747112,-0.47641655802726746,32,6117,1748251635.063858,28
"[[0.030861932784318924, -0.03349459171295166, 0.007438470609486103]]",6133,"[0.750537633895874, 0.04060066118836403, 0.03054594248533249]","[0.7035700082778931, -0.8693850636482239, 0.15932810306549072, 0.127288818359375]",False,"[0.5989661812782288, -0.26807740330696106, 0.029999999329447746]","[[0.7792542576789856, 0.025901997461915016, 0.032423440366983414, 0.07265378534793854, 0.750537633895874, 0.04060066118836403, 0.03054594248533249, 0.01873357780277729, 2.5848281438811682e-05, -0.3803410232067108]]","[-0.0359627828001976, -3.5111448764801025, 2.85589599609375, 9.437485694885254, 2.6577842235565186, 0.013845592737197876]","[[0.026377934962511063, -0.025192396715283394, 0.004222405143082142]]","[1, 30]",17.567372294,-0.3438842296600342,32,6133,1748251635.107223,44
"[[0.037653811275959015, 0.00901783723384142, 0.004220684990286827]]",6150,"[0.5938737392425537, -0.22953660786151886, 0.029988933354616165]","[0.7909132242202759, 0.2565368413925171, 0.08367359638214111, -0.10570394992828369]",False,"[0.5417466759681702, -0.0033007790334522724, 0.029999999329447746]","[[0.607931911945343, -0.22162075340747833, 0.02248379960656166, 0.05473783239722252, 0.5938737392425537, -0.22953660786151886, 0.029988933354616165, -1.1133248101202753e-08, -3.506802022457123e-05, 0.014014053158462048]]","[-0.1231134757399559, 0.3054576516151428, 0.1077389121055603, 0.027731098234653473, 0.1044231504201889, 0.09644739329814911]","[[0.01749534159898758, 0.015137013979256153, 0.004339404404163361]]","[1, 30]",17.611279059,-0.2321634739637375,33,6150,1748251635.1424952,11
"[[-0.03776278719305992, 0.03313181549310684, -0.04398997128009796]]",6156,"[0.5547411441802979, -0.17985792458057404, 0.029988868162035942]","[-0.942887544631958, 0.920930027961731, -0.8796917200088501, -0.783334493637085]",False,"[0.5417466759681702, -0.0033007790334522724, 0.029999999329447746]","[[0.562606692314148, -0.16312070190906525, 0.023005999624729156, 0.04843667522072792, 0.5547411441802979, -0.17985792458057404, 0.029988868162035942, 3.078480949625373e-05, 1.5981440810719505e-05, -0.045715440064668655]]","[-0.23085220158100128, 0.2988733649253845, 0.6701399683952332, -0.09614961594343185, -0.955525279045105, 0.5278939604759216]","[[-0.037203457206487656, 0.03358639031648636, -0.044006407260894775]]","[1, 30]",17.611541142,-0.17703469097614288,33,6156,1748251635.159181,17
"[[0.0026704431511461735, 0.014009596779942513, 0.006931674666702747]]",6176,"[0.4571472108364105, -0.02808902971446514, 0.030351893976330757]","[0.04263174533843994, 0.8650293350219727, 0.13646149635314941, -0.6345037221908569]",False,"[0.41915953159332275, 0.022944308817386627, 0.029999999329447746]","[[0.4531053602695465, -0.0138161052018404, 0.03576299548149109, 0.05243682488799095, 0.4571472108364105, -0.02808902971446514, 0.030351893976330757, -0.012137358076870441, 1.512597549435668e-07, -0.016458828002214432]]","[0.13413311541080475, 0.24332556128501892, -0.2816005349159241, 0.23910656571388245, -0.18442830443382263, 0.1446373015642166]","[[0.0029638768173754215, 0.016279658302664757, 0.006851569749414921]]","[1, 30]",17.636322685,-0.0636206567287445,34,6176,1748251635.2087514,10
"[[-0.19441647827625275, 0.07038500905036926, 0.010574615560472012]]",6177,"[0.6653752326965332, -0.0524800680577755, 0.029999999329447746]","[0.2762308120727539, 0.9198794364929199, 0.2044544219970703, -0.8312123417854309]",True,"[0.5115709900856018, -0.2327897697687149, 0.029999999329447746]","[[0.6384396553039551, -2.194472251484947e-12, 0.19740013778209686, 0, 0.6653752326965332, -0.0524800680577755, 0.029999999329447746, 0, 0, 0]]","[0.10671521723270416, 0.2710096538066864, -0.3648504316806793, 0.3318677246570587, -0.22677794098854065, 0.15207621455192566]","[[-0.17152275145053864, 0.032177865505218506, -0.1514144241809845]]","[1, 30]",17.638232746,-0.04535245895385742,34,6177,1748251635.2116964,11
"[[0.0026649117935448885, 0.010873734951019287, -0.04879184067249298]]",6187,"[0.46928343176841736, -0.22536519169807434, 0.02998984605073929]","[0.053227901458740234, 0.21758019924163818, -0.9758393168449402, 0.9762709140777588]",False,"[0.6981551051139832, -0.20413833856582642, 0.029999999329447746]","[[0.46296313405036926, -0.21444961428642273, 0.04225318878889084, 0.08005264401435852, 0.46928343176841736, -0.22536519169807434, 0.02998984605073929, -5.806707122246735e-06, -1.0111202755069826e-06, -9.575195872457698e-05]]","[0.03818026930093765, 0.2443508803844452, 0.07366807758808136, 0.026124518364667892, 0.11665277928113937, 0.0394911989569664]","[[-0.006290149874985218, 0.012878596782684326, -0.02974032238125801]]","[1, 30]",17.695370582,-0.22985392808914185,35,6187,1748251635.230309,9
"[[-0.0001235693780472502, -0.015940308570861816, -0.04763728380203247]]",6209,"[0.649869978427887, 0.019722800701856613, 0.029989859089255333]","[-0.0024761557579040527, -0.318798303604126, -0.9527438282966614, 0.9690197706222534]",False,"[0.6585232019424438, -0.2503654658794403, 0.029999999329447746]","[[0.6378422379493713, 0.016405634582042694, 0.08977527916431427, 0.07985589653253555, 0.649869978427887, 0.019722800701856613, 0.029989859089255333, 4.6775289774814155e-06, 8.857284697350032e-12, 1.3189146557124332e-05]]","[0.05667392164468765, -0.027733564376831055, 0.006577204912900925, -0.02091948688030243, -0.01725899428129196, -0.005012005567550659]","[[0.003978720400482416, -0.004471248015761375, 0.006153542548418045]]","[1, 30]",17.739555459,-0.2702268362045288,36,6209,1748251635.287223,3
"[[-0.01658618450164795, -0.04475178197026253, -0.0017840169603005052]]",6243,"[0.7030855417251587, -0.13335303962230682, 0.030171986669301987]","[-0.3560948371887207, -0.9584800004959106, -0.03202545642852783, -0.9518773555755615]",False,"[0.6585232019424438, -0.2503654658794403, 0.029999999329447746]","[[0.7233698964118958, -0.15098518133163452, 0.022040702402591705, 0.04748572036623955, 0.7030855417251587, -0.13335303962230682, 0.030171986669301987, 0.006142518017441034, -2.959794619528111e-05, 0.028448378667235374]]","[-0.15295393764972687, -2.016453504562378, 2.965471029281616, 5.330090522766113, 0.9235109090805054, 0.3554008901119232]","[[-0.0163271427154541, -0.04485808685421944, -0.001716641359962523]]","[1, 30]",17.812754717,-0.12521077692508698,36,6243,1748251635.3852541,37
"[[0.03752243518829346, -0.04352011904120445, 0.0032604914158582687]]",6254,"[0.701888918876648, -0.15963901579380035, 0.02998977154493332]","[0.801626443862915, -0.955265998840332, 0.0652080774307251, 0.18458759784698486]",False,"[0.6585232019424438, -0.2503654658794403, 0.029999999329447746]","[[0.7463306784629822, -0.1803787648677826, 0.023864783346652985, 0.08004184812307358, 0.701888918876648, -0.15963901579380035, 0.02998977154493332, 1.50715607105667e-07, -7.929040293674916e-06, -0.29328039288520813]]","[-0.3543787896633148, -4.615779399871826, 2.766171932220459, 12.652393341064453, 4.698164939880371, -0.3898785710334778]","[[0.030227065086364746, -0.03893476352095604, 0.002334078773856163]]","[1, 30]",17.875286122,-0.10055781900882721,36,6254,1748251635.4148436,48
"[[-0.03365050256252289, -0.045007701963186264, -0.013762974180281162]]",6299,"[0.5721466541290283, -0.1806492954492569, 0.029989857226610184]","[-0.6730183959007263, -0.9001564383506775, -0.27525854110717773, 0.3748176097869873]",False,"[0.40628674626350403, -0.26612138748168945, 0.029999999329447746]","[[0.5501106381416321, -0.19289644062519073, 0.022616920992732048, 0.08004717528820038, 0.5721466541290283, -0.1806492954492569, 0.029989857226610184, 6.08121979439602e-08, -5.875585429748753e-06, 0.04533587023615837]]","[0.1496547907590866, -3.3107385635375977, 2.842705249786377, 8.889381408691406, 2.4680323600769043, 0.06498540937900543]","[[-0.028493449091911316, -0.04481258615851402, -0.013692985288798809]]","[1, 30]",17.967763628,-0.18658775091171265,37,6299,1748251635.529739,43
"[[-0.001323983073234558, -0.03120746836066246, 0.014688590541481972]]",6317,"[0.6169798374176025, 0.18265385925769806, 0.029989980161190033]","[-0.0490841269493103, -0.667165994644165, 0.29377281665802, -0.005630195140838623]",False,"[0.5671426653862, -0.009690073318779469, 0.029999999329447746]","[[0.6277386546134949, 0.1796918511390686, 0.029628630727529526, 0.05519891530275345, 0.6169798374176025, 0.18265385925769806, 0.029989980161190033, -1.2384359706629766e-06, -2.756674177817331e-07, 0.014845889993011951]]","[-0.11735662072896957, 0.30745723843574524, 0.08119557797908783, 0.042051561176776886, 0.08799467235803604, 0.10080699622631073]","[[0.0035492926836013794, -0.03142726048827171, 0.010171392932534218]]","[1, 30]",18.02345796,-0.198695570230484,38,6317,1748251635.569623,11
"[[-0.04897475615143776, -0.04916536435484886, 0.014133051037788391]]",6399,"[0.45101574063301086, -0.1172683984041214, 0.02998925931751728]","[-0.9795129895210266, -0.9833023548126221, 0.28266358375549316, 0.9322750568389893]",False,"[0.6050469279289246, 0.2008567750453949, 0.029999999329447746]","[[0.517472505569458, 0.012677345424890518, 0.1101960837841034, 0.0798562690615654, 0.45101574063301086, -0.1172683984041214, 0.02998925931751728, 2.46899580815807e-05, -2.006172339363843e-09, -8.54552308737766e-06]]","[0.01735944114625454, -0.028301142156124115, -0.012914836406707764, -0.020361438393592834, 0.021190926432609558, 0.057093098759651184]","[[0.0011124573647975922, -0.016911722719669342, 0.028960401192307472]]","[1, 30]",18.223660295,-0.35345327854156494,41,6399,1748251635.7775323,2
"[[0.0013627350563183427, 0.04535363242030144, -0.03697124868631363]]",6429,"[0.5818312168121338, -0.19570909440517426, 0.029990043491125107]","[0.027248740196228027, 0.907111406326294, -0.7394231557846069, 0.30223631858825684]",False,"[0.5043598413467407, 0.22841942310333252, 0.029999999329447746]","[[0.5696271061897278, -0.18590772151947021, 0.022282926365733147, 0.07980263233184814, 0.5818312168121338, -0.19570909440517426, 0.029990043491125107, -6.916146048752125e-06, 6.657533504039748e-06, -1.1058750715164933e-05]]","[0.1439020186662674, 0.1604485660791397, 0.06490205228328705, 0.0007100477814674377, 0.06635363399982452, -0.0025818943977355957]","[[0.008591050282120705, 0.0414012186229229, -0.011054305359721184]]","[1, 30]",18.319315064,-0.43114593625068665,42,6429,1748251635.8487854,7
"[[0.036929287016391754, 0.03834667429327965, 0.020505905151367188]]",6430,"[0.5812004804611206, -0.19375121593475342, 0.02999005652964115]","[0.725970983505249, 0.8060910701751709, 0.41011834144592285, -0.15652471780776978]",False,"[0.5043598413467407, 0.22841942310333252, 0.029999999329447746]","[[0.5792916417121887, -0.18814632296562195, 0.029335204511880875, 0.06656946241855621, 0.5812004804611206, -0.19375121593475342, 0.02999005652964115, -6.117291377449874e-06, 6.1274422478163615e-06, -0.040000900626182556]]","[0.1026512086391449, 0.20464324951171875, 0.06784139573574066, 0.013049721717834473, 0.09763795137405396, 0.017351165413856506]","[[0.026634015142917633, 0.04254315420985222, 0.013453640043735504]]","[1, 30]",18.319360419,-0.4291066527366638,42,6430,1748251635.851346,8
"[[0.035691168159246445, 0.022552983835339546, 0.03888799995183945]]",6451,"[0.5762712359428406, 0.01104778703302145, 0.030168991535902023]","[0.7859055995941162, 0.9283884763717651, 0.7816469669342041, -0.4532735347747803]",False,"[0.5043598413467407, 0.22841942310333252, 0.029999999329447746]","[[0.5704867839813232, 0.02550642378628254, 0.027071891352534294, 0.050317756831645966, 0.5762712359428406, 0.01104778703302145, 0.030168991535902023, -0.006138522177934647, 2.725257581914775e-05, 0.0010707734618335962]]","[0.12698684632778168, -0.8608912825584412, 2.169952869415283, 2.275038719177246, -0.29161787033081055, 0.6139211654663086]","[[0.03537532314658165, 0.025297679007053375, 0.038997963070869446]]","[1, 30]",18.367407967,-0.228957861661911,42,6451,1748251635.9073505,29
"[[0.03430095314979553, -0.029941055923700333, 0.04334164783358574]]",6491,"[0.4474017918109894, 0.11715351045131683, 0.030153809115290642]","[0.9187960624694824, -0.9836885929107666, 0.8651027679443359, -0.9599522352218628]",False,"[0.6312124729156494, -0.15750375390052795, 0.029999999329447746]","[[0.43353554606437683, 0.10567107051610947, 0.023353852331638336, 0.05620647221803665, 0.4474017918109894, 0.11715351045131683, 0.030153809115290642, 0.005467427894473076, 9.37381514631852e-07, 0.0376242995262146]]","[0.004822859540581703, 0.17324095964431763, 0.8439822793006897, 0.20820170640945435, -1.4213087558746338, 0.6441279649734497]","[[0.03430339694023132, -0.02992742881178856, 0.04329860955476761]]","[1, 30]",18.45552106,-0.33048903942108154,43,6491,1748251636.0037751,19
"[[-0.04905466362833977, -0.04944804310798645, 0.03241746500134468]]",6503,"[0.47763732075691223, -0.09801207482814789, 0.029989667236804962]","[-0.9811039566993713, -0.9889469742774963, 0.648360013961792, 0.9548760652542114]",False,"[0.40130865573883057, 0.21456968784332275, 0.029999999329447746]","[[0.51356440782547, 0.012943512760102749, 0.0927409678697586, 0.0794036015868187, 0.47763732075691223, -0.09801207482814789, 0.029989667236804962, 1.1070136679336429e-05, -3.317894181620318e-09, -7.161233043007087e-06]]","[0.01737184263765812, -0.028300195932388306, -0.012962698936462402, -0.020337440073490143, 0.02117495983839035, 0.05709574371576309]","[[0.012319345027208328, -0.016756687313318253, 0.05843368545174599]]","[1, 30]",18.463574037,-0.32176610827445984,44,6503,1748251636.0371737,2
"[[-0.0002420902019366622, 0.0438421256840229, 0.022651825100183487]]",6513,"[0.4760650396347046, -0.06283127516508102, 0.030419860035181046]","[-0.03765058517456055, 0.952995777130127, 0.4550052881240845, -0.5514953136444092]",False,"[0.40130865573883057, 0.21456968784332275, 0.029999999329447746]","[[0.48172372579574585, -0.04593992605805397, 0.02574692666530609, 0.050035107880830765, 0.4760650396347046, -0.06283127516508102, 0.030419860035181046, -0.014438463374972343, 4.642685780709144e-06, -0.04362919181585312]]","[-0.15203215181827545, 0.33640986680984497, 0.017535369843244553, 0.05108371376991272, -0.04443333297967911, 0.15811870992183685]","[[0.008450919762253761, 0.03224484622478485, 0.019591908901929855]]","[1, 30]",18.487620479,-0.28729772567749023,44,6513,1748251636.0602806,12
"[[0.008226322941482067, 0.010145872831344604, 0.012441798113286495]]",6542,"[0.5378329753875732, 0.17049406468868256, 0.03012409433722496]","[0.1852092742919922, 0.31038999557495117, 0.24383926391601562, 0.5358238220214844]",False,"[0.40130865573883057, 0.21456968784332275, 0.029999999329447746]","[[0.5337080359458923, 0.18221835792064667, 0.03685054928064346, 0.07998736947774887, 0.5378329753875732, 0.17049406468868256, 0.03012409433722496, -0.004480763338506222, -3.7737918319180608e-06, -0.01510237343609333]]","[-0.13514597713947296, -2.7977986335754395, 2.7572686672210693, 7.426665306091309, 1.8767534494400024, 0.11203999817371368]","[[0.008060681633651257, 0.011246249079704285, 0.012652379460632801]]","[1, 30]",18.595649939,-0.14346277713775635,44,6542,1748251636.1394289,41
"[[0.004540855064988136, 0.028936060145497322, 0.005724066402763128]]",6588,"[0.6567177176475525, -0.022755900397896767, 0.03051574155688286]","[0.1831434965133667, 0.7347532510757446, 0.11528301239013672, -0.334089994430542]",False,"[0.46953871846199036, 0.2938788831233978, 0.029999999329447746]","[[0.6593328714370728, -0.005015116184949875, 0.022457534447312355, 0.048029396682977676, 0.6567177176475525, -0.022755900397896767, 0.03051574155688286, -0.017677104100584984, -1.7684988051769324e-06, -0.03273429349064827]]","[-0.029522022232413292, -1.889990210533142, 2.899271249771118, 4.980628967285156, 0.7779140472412109, 0.3948103189468384]","[[0.004646832123398781, 0.028935842216014862, 0.005621792282909155]]","[1, 30]",18.735261785,-0.3678230941295624,45,6588,1748251636.2652683,37
"[[0.011618679389357567, 0.030266545712947845, 0.021440202370285988]]",6590,"[0.6650984883308411, -0.005626000463962555, 0.029986578971147537]","[0.3149451017379761, 0.7794619798660278, 0.4285755157470703, 0.18712961673736572]",False,"[0.46953871846199036, 0.2938788831233978, 0.029999999329447746]","[[0.6733186841011047, 0.0036489323247224092, 0.024250833317637444, 0.0692632794380188, 0.6650984883308411, -0.005626000463962555, 0.029986578971147537, 0.00011325102968839929, -2.0889385723421583e-06, 0.0011609848588705063]]","[-0.029760679230093956, -2.2040724754333496, 2.694293975830078, 5.850587368011475, 1.1781039237976074, 0.27972596883773804]","[[0.011410539969801903, 0.036028534173965454, 0.019495844841003418]]","[1, 30]",18.735378565,-0.3576965034008026,45,6590,1748251636.2706962,39
"[[-0.04278920218348503, -0.04688296839594841, -0.013846814632415771]]",6607,"[0.4255393445491791, -0.26741042733192444, 0.02998976595699787]","[-0.855778694152832, -0.9376623034477234, -0.27693629264831543, 0.9373316764831543]",False,"[0.5426218509674072, -0.047178830951452255, 0.029999999329447746]","[[0.44218477606773376, -0.21514567732810974, 0.11419099569320679, 0.07999975234270096, 0.4255393445491791, -0.26741042733192444, 0.02998976595699787, -3.350328825035831e-06, -1.2543617231131066e-05, -2.2053136490285397e-05]]","[0.15961407124996185, 0.054155927151441574, 0.04069996252655983, -0.012303583323955536, 0.005066335201263428, -0.03153885900974274]","[[-0.008197885006666183, -0.005847256630659103, -0.0037128999829292297]]","[1, 30]",18.736036962,-0.24941988289356232,47,6607,1748251636.3045297,5
"[[0.026461094617843628, -0.03841707482933998, 0.04244188964366913]]",6654,"[0.7062800526618958, -0.04521029070019722, 0.0299892108887434]","[0.7022112607955933, -0.9562185406684875, 0.8479760885238647, -0.5429700613021851]",False,"[0.6382132768630981, -0.25683122873306274, 0.029999999329447746]","[[0.7193822264671326, -0.05871966481208801, 0.02276449464261532, 0.052316732704639435, 0.7062800526618958, -0.04521029070019722, 0.0299892108887434, -2.3336129743256606e-05, -5.437917479866883e-06, -0.01644170470535755]]","[0.17173729836940765, -0.871133029460907, 2.1612730026245117, 2.2882306575775146, -0.1684594452381134, 0.6019325852394104]","[[0.026024073362350464, -0.03886480629444122, 0.04231569170951843]]","[1, 30]",18.879499197,-0.2222982496023178,48,6654,1748251636.4264789,29
"[[-0.034153785556554794, -0.034202735871076584, -0.012403744272887707]]",6688,"[0.5942895412445068, 0.1754516363143921, 0.029977375641465187]","[-0.8044295310974121, -0.9311007857322693, -0.24815094470977783, -0.7828167676925659]",False,"[0.5570175051689148, 0.04339144751429558, 0.029999999329447746]","[[0.6070494055747986, 0.15962235629558563, 0.02465147338807583, 0.049065519124269485, 0.5942895412445068, 0.1754516363143921, 0.029977375641465187, -0.0003635537577793002, 5.834087642142549e-05, 0.0552799254655838]]","[-0.18829666078090668, 0.34847915172576904, 0.11339247226715088, 0.0016013458371162415, -0.20745816826820374, 0.21436432003974915]","[[-0.031430866569280624, -0.03506578132510185, -0.012182722799479961]]","[1, 30]",18.967634961,-0.1372191607952118,49,6688,1748251636.513432,13
"[[-0.04228958487510681, -0.04959374666213989, -0.037205927073955536]]",6705,"[0.5709202885627747, -0.14437951147556305, 0.02998943440616131]","[-0.8457940816879272, -0.9918659925460815, -0.7441203594207764, 0.9531326293945312]",False,"[0.6950700879096985, 0.23393332958221436, 0.029999999329447746]","[[0.5875914096832275, 0.04214426502585411, 0.1789332926273346, 0.07027390599250793, 0.5709202885627747, -0.14437951147556305, 0.02998943440616131, 3.0065698410908226e-06, -2.377380405960139e-05, -5.656060693581821e-06]]","[0.03140094131231308, -0.025906041264533997, -0.019037064164876938, -0.028387539088726044, 0.053564876317977905, 0.13178907334804535]","[[-0.022761911153793335, -0.0679827630519867, -0.021201204508543015]]","[1, 5]",19.143918713,-0.3981630206108093,1,6705,1748251636.717547,1
"[[-0.01661311462521553, -0.049420371651649475, -0.04029177874326706]]",6708,"[0.5709205865859985, -0.14437821507453918, 0.029989633709192276]","[-0.33225512504577637, -0.9883996844291687, -0.8058311939239502, 0.801216721534729]",False,"[0.6950700879096985, 0.23393332958221436, 0.029999999329447746]","[[0.5569036602973938, -0.07729014754295349, 0.0993742048740387, 0.07998255640268326, 0.5709205865859985, -0.14437821507453918, 0.029989633709192276, -1.1456475768056862e-08, -1.2234781934239436e-05, -1.3167596080165822e-05]]","[0.1252923309803009, 0.004400506615638733, 0.026205316185951233, -0.018141530454158783, -0.01624234765768051, -0.032102420926094055]","[[-0.0036762841045856476, -0.008521415293216705, -0.005609821528196335]]","[1, 5]",19.149411738,-0.3981616795063019,1,6708,1748251636.7227962,4
"[[-0.025569899007678032, 0.04952158406376839, 0.041851043701171875]]",6751,"[0.499979704618454, 0.1721465289592743, 0.029989415779709816]","[-0.5113985538482666, 0.9904406070709229, 0.8370205163955688, -0.5882663726806641]",False,"[0.5531668066978455, -0.014993671327829361, 0.029999999329447746]","[[0.5843458771705627, -0.017450718209147453, 0.0986255332827568, 0.004566882736980915, 0.499979704618454, 0.1721465289592743, 0.029989415779709816, 3.006697852470097e-06, -2.43706217588624e-05, -8.480304131808225e-06]]","[0.017381707206368446, -0.028290599584579468, -0.012963362038135529, -0.020310916006565094, 0.021136611700057983, 0.05704280734062195]","[[0.010156678035855293, 0.022761082276701927, 0.07111845910549164]]","[1, 5]",19.279757357,-0.19455158710479736,4,6751,1748251636.8308074,2
"[[-0.007112565450370312, -0.049779634922742844, 0.003296981565654278]]",6789,"[0.46802330017089844, 0.09536471217870712, 0.03880519047379494]","[-0.21142786741256714, -0.6770340204238892, 0.1986483335494995, -0.7982794046401978]",False,"[0.4415491819381714, -0.08802036941051483, 0.029999999329447746]","[[0.47287994623184204, 0.08279109746217728, 0.04110845550894737, 0.05465426668524742, 0.46802330017089844, 0.09536471217870712, 0.03880519047379494, 0.0077981543727219105, -0.14307895302772522, 0.06141097843647003]]","[0.6012250185012817, 0.2894248366355896, -2.0959842205047607, 1.1325808763504028, -0.7183098793029785, 0.14777028560638428]","[[-0.00335750263184309, -0.033535126596689224, 0.0014143465086817741]]","[1, 5]",19.345782639,-0.1854952722787857,6,6789,1748251636.91836,8
