test/cube_pos_constraint,_step,test/achieved_goal,test/action,test/done,test/desired_goal,test/observations,test/causal_embedding,test/robot_constraint,test/env_info,_runtime,test/reward,test/episode,global_step,_timestamp,test/steps
"[[-0.03338731825351715, -0.036417484283447266, -0.04886558651924133]]",8934,"[0.6860204935073853, -0.12592129409313202, 0.03935879468917847]","[-0.6616833806037903, -0.654875636100769, -0.9629541635513306, 0.9308404922485352]",False,"[0.5808502435684204, 0.1414339393377304, 0.029999999329447746]","[[0.6896786689758301, -0.12029740959405899, 0.04121094569563866, 0.08019980043172836, 0.6860204935073853, -0.12592129409313202, 0.03935879468917847, -0.4053479731082916, -0.003496733494102955, 0.5417597889900208]]","[0.35626354813575745, 0.18587084114551544, -1.846327543258667, 1.0751843452453613, -1.1601784229278564, 0.3443569540977478]","[[-0.02466811239719391, -0.024195551872253418, -0.04128256067633629]]","[2, 30]",24.251202709,-0.287449449300766,18,8934,1748251736.7319088,10
"[[0.021006930619478226, 0.040515072643756866, 0.02578139863908291]]",8983,"[0.5598349571228027, -0.10958099365234375, 0.03129104524850845]","[0.45067524909973145, 0.8539438247680664, 0.5136643648147583, -0.8111011385917664]",False,"[0.5562189221382141, 0.18584448099136353, 0.029999999329447746]","[[0.5544660091400146, -0.09114117175340652, 0.02817511186003685, 0.048039305955171585, 0.5598349571228027, -0.10958099365234375, 0.03129104524850845, -0.04437251761555672, 6.949306680326117e-06, -0.05043557658791542]]","[0.13844585418701172, 0.2449761927127838, -0.25930771231651306, 0.2048431932926178, -0.12864670157432556, 0.10983671993017197]","[[0.019834566861391068, 0.04098086059093475, 0.025930281728506088]]","[2, 30]",24.37091161,-0.2954504191875458,19,8983,1748251736.843329,9
"[[0.0385606549680233, 0.02203158289194107, 0.029085977002978325]]",9015,"[0.5603538155555725, -0.10987396538257599, 0.029988162219524384]","[0.773444652557373, 0.44209063053131104, 0.5818703174591064, 0.3970053195953369]",False,"[0.5562189221382141, 0.18584448099136353, 0.029999999329447746]","[[0.621822714805603, -0.08246225863695145, 0.05567174777388573, 0.0797019898891449, 0.5603538155555725, -0.10987396538257599, 0.029988162219524384, 5.220745879341848e-05, -9.018270247906912e-06, -0.04053020849823952]]","[0.0757937803864479, -2.9585468769073486, 2.7646214962005615, 7.919861316680908, 2.004664659500122, 0.1365935057401657]","[[0.013259973376989365, 0.00476507842540741, 0.010259358212351799]]","[2, 30]",24.441473375,-0.2957473695278168,19,9015,1748251736.9277985,41
"[[0.034282006323337555, 0.04666263610124588, 0.03336825221776962]]",9044,"[0.5794833898544312, -0.26517432928085327, 0.029992815107107162]","[0.6834216117858887, 0.9445459842681885, 0.6674180030822754, -0.5423011183738708]",False,"[0.6512678861618042, -0.10798664391040802, 0.029999999329447746]","[[0.5814977288246155, -0.24971017241477966, 0.024064352735877037, 0.05183245614171028, 0.5794833898544312, -0.26517432928085327, 0.029992815107107162, -9.893444803310558e-05, 1.978392674573115e-06, -0.07592188566923141]]","[-0.08647053688764572, 0.09497465193271637, 1.0714073181152344, 0.24496930837631226, -1.0530364513397217, 0.6095600128173828]","[[0.0343388095498085, 0.05014923959970474, 0.03339895233511925]]","[2, 30]",24.530636742,-0.17280329763889313,20,9044,1748251736.9914892,20
"[[0.0035468698479235172, -0.04779490455985069, -0.021694188937544823]]",9082,"[0.40215083956718445, -0.24686096608638763, 0.0299899373203516]","[0.07093501091003418, -0.9558912515640259, -0.4338803291320801, 0.8057870864868164]",False,"[0.5675967931747437, 0.07784844189882278, 0.029999999329447746]","[[0.41235074400901794, -0.18887676298618317, 0.09926947206258774, 0.07999949157238007, 0.40215083956718445, -0.24686096608638763, 0.0299899373203516, 2.1141638626431813e-06, 2.6752842163801915e-09, 2.615317134768702e-05]]","[0.14389094710350037, 0.16044576466083527, 0.0649709701538086, 0.0006784871220588684, 0.06637875735759735, -0.0025871843099594116]","[[0.003704583737999201, -0.012359332293272018, -0.0095719825476408]]","[2, 30]",24.626729387,-0.3644291162490845,22,9082,1748251737.0841713,7
"[[0.021369153633713722, 0.034340690821409225, 0.02926248498260975]]",9091,"[0.3945442736148834, -0.22702622413635254, 0.03463554382324219]","[0.3671245574951172, 0.9233396053314209, 0.6569486856460571, -0.579362154006958]",False,"[0.5675967931747437, 0.07784844189882278, 0.029999999329447746]","[[0.38473373651504517, -0.20723965764045715, 0.04767769202589989, 0.05021500959992409, 0.3945442736148834, -0.22702622413635254, 0.03463554382324219, -0.1523100584745407, 0.014828232116997242, -0.11210964620113373]]","[0.20783768594264984, 0.053774431347846985, -0.6526806354522705, 0.9518311619758606, -1.5111581087112427, 0.44851845502853394]","[[0.024708205834031105, 0.03666194900870323, 0.023606888949871063]]","[2, 30]",24.627100535,-0.35059553384780884,22,9091,1748251737.1048443,16
"[[-0.010842311196029186, -0.04278193786740303, -0.037574879825115204]]",9127,"[0.6291319727897644, -0.18946264684200287, 0.029989873990416527]","[-0.216843843460083, -0.8556351661682129, -0.7514975666999817, 0.8377907276153564]",False,"[0.5610017776489258, -0.19517748057842255, 0.029999999329447746]","[[0.6547936797142029, -0.03024887479841709, 0.15031841397285461, 0.079856276512146, 0.6291319727897644, -0.18946264684200287, 0.029989873990416527, 8.456109753751662e-06, -2.8357405881251907e-06, -6.524697255372303e-06]]","[0.017394905909895897, -0.02829202264547348, -0.013020701706409454, -0.020282231271266937, 0.021106474101543427, 0.05703825503587723]","[[0.0005830647423863411, -0.003126472234725952, 0.008638478815555573]]","[2, 30]",24.726654955,-0.06836945563554764,23,9127,1748251737.1844156,2
"[[0.0009444236638955772, -0.03864160180091858, -0.03634181246161461]]",9131,"[0.6291319727897644, -0.18952032923698425, 0.03004790097475052]","[0.018883705139160156, -0.7739952206611633, -0.7256779670715332, 0.8982865810394287]",False,"[0.5610017776489258, -0.19517748057842255, 0.029999999329447746]","[[0.631202757358551, -0.17780335247516632, 0.0634818747639656, 0.07781243324279785, 0.6291319727897644, -0.18952032923698425, 0.03004790097475052, 0.0019350223010405898, -4.069221631652908e-06, -6.996870069997385e-06]]","[0.1680563986301422, 0.11022249609231949, 0.04065148904919624, 0.0006728470325469971, 0.030491985380649567, -0.01984351873397827]","[[0.002145755337551236, -0.008483484387397766, -0.0070143453776836395]]","[2, 30]",24.726812011,-0.06836467236280441,23,9131,1748251737.191954,6
"[[0.01808931864798069, 0.0422917939722538, 0.03534838557243347]]",9173,"[0.575468122959137, 0.06202539801597595, 0.03145163133740425]","[0.3602581024169922, 0.8539544343948364, 0.7112300395965576, -0.8421593904495239]",False,"[0.624177873134613, 0.08931133896112442, 0.029999999329447746]","[[0.5852578282356262, 0.07625303417444229, 0.025650791823863983, 0.05311719700694084, 0.575468122959137, 0.06202539801597595, 0.03145163133740425, -0.05000346526503563, -1.2353606507531367e-05, -0.023686226457357407]]","[0.19174355268478394, 0.222337543964386, -0.3069522976875305, 0.19763627648353577, -0.11282172054052353, 0.07398542761802673]","[[0.018064463511109352, 0.0437285341322422, 0.035355813801288605]]","[2, 30]",24.816324923,-0.055850423872470856,24,9173,1748251737.301744,8
"[[0.049170542508363724, 0.03898925706744194, 0.04751589894294739]]",9186,"[0.5755344033241272, 0.06154610589146614, 0.030900033190846443]","[0.9832248687744141, 0.7754367589950562, 0.9462308883666992, -0.6572079062461853]",False,"[0.624177873134613, 0.08931133896112442, 0.029999999329447746]","[[0.5855218768119812, 0.07340478152036667, 0.02464037947356701, 0.05707927420735359, 0.5755344033241272, 0.06154610589146614, 0.030900033190846443, -0.030814839527010918, -7.962200470501557e-06, -0.021562600508332253]]","[-0.054426513612270355, -1.1019604206085205, 1.745334506034851, 3.0967800617218018, -0.9330728054046631, 0.6335406303405762]","[[0.04902290180325508, 0.03897600620985031, 0.04745383560657501]]","[2, 30]",24.87459405,-0.056017011404037476,24,9186,1748251737.3403854,21
"[[0.04953653737902641, 0.04313506931066513, 0.04603952169418335]]",9247,"[0.5096945762634277, -0.12969377636909485, 0.030631043016910553]","[0.9909703731536865, 0.8663816452026367, 0.9243109226226807, -0.9584619998931885]",False,"[0.6248016357421875, -0.09653053432703018, 0.029999999329447746]","[[0.5065211653709412, -0.11888036131858826, 0.023822419345378876, 0.05763060227036476, 0.5096945762634277, -0.12969377636909485, 0.030631043016910553, -0.021643981337547302, 5.123881055624224e-05, -0.06332297623157501]]","[-0.06389614194631577, -1.3658196926116943, 2.4697039127349854, 3.5022830963134766, 0.11171247810125351, 0.4942430853843689]","[[0.049504708498716354, 0.04322382062673569, 0.046099331229925156]]","[2, 30]",25.021484744,-0.11979079991579056,25,9247,1748251737.5064342,32
"[[0.04946830868721008, 0.04316190257668495, 0.04531877487897873]]",9248,"[0.509704053401947, -0.12957526743412018, 0.030741805210709572]","[0.9895557165145874, 0.8656082153320312, 0.9085906744003296, -0.9703816771507263]",False,"[0.6248016357421875, -0.09653053432703018, 0.029999999329447746]","[[0.5065831542015076, -0.11862248927354813, 0.02389424294233322, 0.05759691819548607, 0.509704053401947, -0.12957526743412018, 0.030741805210709572, -0.02541031874716282, 3.758489401661791e-05, -0.06328381597995758]]","[-0.11495216935873032, -1.4180828332901, 2.5765488147735596, 3.7137234210968018, 0.21878841519355774, 0.493549108505249]","[[0.049415796995162964, 0.04302253946661949, 0.04535771161317825]]","[2, 30]",25.024756622,-0.11974957585334778,25,9248,1748251737.5097356,33
"[[0.028324205428361893, -0.0482262559235096, 0.03382866084575653]]",9282,"[0.47825178503990173, 0.112693190574646, 0.03117026388645172]","[0.5665967464447021, -0.9649955034255981, 0.6769297122955322, -0.6322486400604248]",False,"[0.46923914551734924, -0.01855786144733429, 0.029999999329447746]","[[0.47618818283081055, 0.09484733641147614, 0.027162164449691772, 0.0476212203502655, 0.47825178503990173, 0.112693190574646, 0.03117026388645172, 0.040159232914447784, -3.0161766062519746e-06, 0.06175018846988678]]","[-0.04674964398145676, 0.2945544123649597, -0.028598520904779434, 0.4139680862426758, -1.2744895219802856, 0.5380482077598572]","[[0.027992237359285355, -0.04454386606812477, 0.03393613547086716]]","[2, 30]",25.122752383,-0.13156533241271973,26,9282,1748251737.5913258,17
"[[0.040638066828250885, -0.04898448660969734, 0.033947400748729706]]",9302,"[0.4773230254650116, 0.10767935961484909, 0.030758559703826904]","[0.8130223751068115, -0.9813801050186157, 0.6804187297821045, -0.9271711707115173]",False,"[0.46923914551734924, -0.01855786144733429, 0.029999999329447746]","[[0.47499510645866394, 0.09655940532684326, 0.026998287066817284, 0.05746174976229668, 0.4773230254650116, 0.10767935961484909, 0.030758559703826904, 0.02594786137342453, -6.318369287328096e-06, 0.07658228278160095]]","[-0.1439555436372757, -1.9334337711334229, 2.7325806617736816, 5.127729415893555, 0.7723875641822815, 0.3506934642791748]","[[0.040614642202854156, -0.04894362762570381, 0.0340212807059288]]","[2, 30]",25.186636119,-0.1264980584383011,26,9302,1748251737.6559315,37
"[[0.006409138441085815, -0.027072232216596603, 0.02951199933886528]]",9322,"[0.6101055145263672, -0.02372894063591957, 0.029938625171780586]","[0.11046707630157471, -0.5000889301300049, 0.5622870922088623, -0.8273624181747437]",False,"[0.589975893497467, -0.1485922783613205, 0.029999999329447746]","[[0.6135855317115784, -0.024437671527266502, 0.027686968445777893, 0.05204229801893234, 0.6101055145263672, -0.02372894063591957, 0.029938625171780586, 0.002840509405359626, -0.001132792909629643, 0.036947909742593765]]","[0.2076101303100586, 0.17048949003219604, -0.23087076842784882, 0.15676510334014893, -0.10838019102811813, 0.053041040897369385]","[[0.008275359869003296, -0.010549735277891159, 0.02738967537879944]]","[2, 30]",25.235006877,-0.1264755129814148,27,9322,1748251737.7051198,7
"[[0.008976805955171585, 0.04050265625119209, 0.03233695775270462]]",9386,"[0.6882457733154297, -0.062474824488162994, 0.031085068359971046]","[0.15505647659301758, 0.8450577259063721, 0.6686462163925171, -0.394466757774353]",False,"[0.5435326099395752, 0.2046097069978714, 0.029999999329447746]","[[0.6873657703399658, -0.04644540697336197, 0.026012560352683067, 0.05117364227771759, 0.6882457733154297, -0.062474824488162994, 0.031085068359971046, -0.03719962015748024, -2.413995161987259e-06, -0.023285983130335808]]","[0.4344213604927063, -0.9448127746582031, 1.380849003791809, 2.7393765449523926, -0.5940243601799011, 0.6166391968727112]","[[0.016864586621522903, 0.03923317417502403, 0.03266433626413345]]","[2, 30]",25.391210381,-0.3037716746330261,28,9386,1748251737.8711693,21
"[[-0.02341747097671032, -0.04505777359008789, 0.03888028487563133]]",9431,"[0.6790962815284729, 0.06205083057284355, 0.030497927218675613]","[-0.47272080183029175, -0.9165461659431458, 0.7878134250640869, -0.7284555435180664]",False,"[0.42017504572868347, 0.02899797447025776, 0.029999999329447746]","[[0.6749807000160217, 0.044928982853889465, 0.02671271376311779, 0.05154731869697571, 0.6790962815284729, 0.06205083057284355, 0.030497927218675613, 0.017075814306735992, -3.0246649203036213e-06, 0.10067375749349594]]","[0.1560094952583313, -0.3441634774208069, -0.20805448293685913, 1.9643173217773438, -1.4515297412872314, 0.46984416246414185]","[[-0.0016478877514600754, -0.04023643210530281, 0.035469841212034225]]","[2, 30]",25.50648013,-0.2610228955745697,29,9431,1748251737.991179,16
"[[0.047726988792419434, -0.0499686524271965, 0.05001084506511688]]",9465,"[0.5858264565467834, -0.1637125462293625, 0.029989156872034073]","[0.9545135498046875, -0.9993849396705627, 1, 0.9923973083496094]",False,"[0.44594359397888184, -0.042750339955091476, 0.029999999329447746]","[[0.655176043510437, -0.02289643883705139, 0.20912620425224304, 0.07027388364076614, 0.5858264565467834, -0.1637125462293625, 0.029989156872034073, -6.186130121932365e-06, -3.70309098798316e-05, 3.4462946132407524e-06]]","[0.03122689574956894, -0.03596717119216919, -0.04086534306406975, -0.03559320420026779, 0.07731862366199493, 0.2006399929523468]","[[0.03098928928375244, -0.027072809636592865, 0.03827393427491188]]","[2, 30]",25.606691524,-0.18492992222309113,30,9465,1748251738.0825183,0
"[[0.013567698188126087, 0.03887184336781502, 0.03758600726723671]]",9472,"[0.578650951385498, -0.152190163731575, 0.030634839087724686]","[0.16989970207214355, 0.9316942691802979, 0.7447140216827393, -0.8608619570732117]",False,"[0.44594359397888184, -0.042750339955091476, 0.029999999329447746]","[[0.5795201063156128, -0.13556648790836334, 0.0246075838804245, 0.04872051626443863, 0.578650951385498, -0.152190163731575, 0.030634839087724686, -0.02173188142478466, 9.287683155889681e-07, -0.04443610832095146]]","[0.21476931869983673, 0.1812708079814911, -0.26027530431747437, 0.15659880638122559, -0.08763537555932999, 0.03858722746372223]","[[0.01909000799059868, 0.03591141477227211, 0.03624539449810982]]","[2, 30]",25.654533828,-0.17201372981071472,30,9472,1748251738.0979264,7
"[[0.021310288459062576, 0.046283744275569916, 0.027538781985640526]]",9496,"[0.545194149017334, -0.09844303131103516, 0.029989784583449364]","[0.4262617826461792, 0.9256702661514282, 0.550774097442627, -0.8353636264801025]",False,"[0.44594359397888184, -0.042750339955091476, 0.029999999329447746]","[[0.5353751182556152, -0.0836082175374031, 0.026362640783190727, 0.05159061402082443, 0.545194149017334, -0.09844303131103516, 0.029989784583449364, -7.676238055864815e-06, -1.2583512898345361e-06, -0.08031900227069855]]","[0.0283000860363245, -1.4849443435668945, 2.5227928161621094, 3.838557004928589, 0.22220221161842346, 0.49027127027511597]","[[0.02120562270283699, 0.04647500813007355, 0.027424946427345276]]","[2, 30]",25.7026408,-0.11380840092897415,30,9496,1748251738.1634064,31
"[[-0.01551172137260437, 0.03462183475494385, -0.006269627250730991]]",9505,"[0.5333936810493469, -0.07555370032787323, 0.02998996339738369]","[-0.3102332353591919, 0.692439079284668, -0.12538933753967285, 0.6984571218490601]",False,"[0.44594359397888184, -0.042750339955091476, 0.029999999329447746]","[[0.4557792842388153, 0.036261748522520065, 0.024492010474205017, 0.07998689264059067, 0.5333936810493469, -0.07555370032787323, 0.02998996339738369, 9.852881248662015e-07, 2.5972022399400885e-07, -0.6521410942077637]]","[-0.026162346825003624, -2.5440332889556885, 2.7548725605010986, 6.774691581726074, 1.653458595275879, 0.18107061088085175]","[[-0.003633171319961548, 0.007633715867996216, 0.00028768274933099747]]","[2, 30]",25.702989645,-0.09340011328458786,30,9505,1748251738.185944,40
"[[-0.01378206629306078, 0.046020638197660446, -0.04057138413190842]]",9518,"[0.6069254279136658, 0.22136454284191132, 0.02998984418809414]","[-0.27563297748565674, 0.9204199314117432, -0.8114265203475952, 0.9775025844573975]",False,"[0.5308789610862732, -0.15010406076908112, 0.029999999329447746]","[[0.6192127466201782, 0.1577805131673813, 0.11258462071418762, 0.07998257130384445, 0.6069254279136658, 0.22136454284191132, 0.02998984418809414, -5.767102720710682e-06, 2.6073391836689552e-06, 2.136750663339626e-05]]","[0.056613944470882416, -0.027743354439735413, 0.0066011324524879456, -0.020958654582500458, -0.017223604023456573, -0.004980504512786865]","[[-0.00044922251254320145, 0.005563337355852127, 0.0036305077373981476]]","[2, 30]",25.746910822,-0.37917277216911316,31,9518,1748251738.2144604,3
"[[0.040004946291446686, -0.012852365151047707, 0.037591107189655304]]",9527,"[0.6068934202194214, 0.2213374674320221, 0.029987668618559837]","[0.8000905513763428, -0.2570604085922241, 0.7518365383148193, -0.9579980969429016]",False,"[0.5308789610862732, -0.15010406076908112, 0.029999999329447746]","[[0.6062143445014954, 0.20429696142673492, 0.024495495483279228, 0.048687346279621124, 0.6068934202194214, 0.2213374674320221, 0.029987668618559837, 0.00010295760876033455, 1.0967368325509597e-05, 0.00047862480278126895]]","[-0.20674176514148712, 0.3277030885219574, 0.16623538732528687, -0.00878121703863144, 0.033006034791469574, 0.14155715703964233]","[[0.03947124630212784, -0.01269870437681675, 0.03769902139902115]]","[2, 30]",25.790456342,-0.37913981080055237,31,9527,1748251738.2359824,12
"[[0.03131913021206856, -0.04640854522585869, 0.03640526533126831]]",9554,"[0.5959154963493347, 0.21151693165302277, 0.029988927766680717]","[0.6263659000396729, -0.9281730055809021, 0.7281053066253662, -0.19633632898330688]",False,"[0.5308789610862732, -0.15010406076908112, 0.029999999329447746]","[[0.6383900046348572, -0.18969835340976715, 0.37516477704048157, 0.0003307152073830366, 0.5959154963493347, 0.21151693165302277, 0.029988927766680717, 4.466429163585417e-05, 6.167730134620797e-06, 0.06438031792640686]]","[-0.1666535884141922, -2.3208248615264893, 2.7678163051605225, 6.169325828552246, 1.2588309049606323, 0.25817012786865234]","[[0.02176772430539131, -0.013139244168996811, 0.013776957988739014]]","[2, 30]",25.811132733,-0.36742275953292847,31,9554,1748251738.2975497,39
"[[0.019394798204302788, -0.012235474772751331, 0.029073158279061317]]",9630,"[0.6050710082054138, 0.18610727787017822, 0.029989928007125854]","[0.387898325920105, -0.24471038579940796, 0.5814639329910278, -0.7881544232368469]",False,"[0.4631837010383606, -0.26941385865211487, 0.029999999329447746]","[[0.6118072867393494, 0.16850651800632477, 0.023463325574994087, 0.04802880436182022, 0.6050710082054138, 0.18610727787017822, 0.029989928007125854, 3.343338221384329e-06, -1.9956743813054345e-07, 0.001501986407674849]]","[-0.304762065410614, 0.3487584888935089, 0.3142058849334717, -0.1374383270740509, -0.36035817861557007, 0.2968655228614807]","[[0.018464071676135063, -0.012195554561913013, 0.028965605422854424]]","[2, 30]",26.038467678,-0.477107435464859,34,9630,1748251738.481952,14
"[[0.009527498856186867, -0.023050738498568535, 0.025610439479351044]]",9632,"[0.5976396799087524, 0.17646346986293793, 0.029979899525642395]","[0.08682358264923096, -0.6008281707763672, 0.49442076683044434, -0.8720646500587463]",False,"[0.4631837010383606, -0.26941385865211487, 0.029999999329447746]","[[0.5976585149765015, 0.158763587474823, 0.026069417595863342, 0.04902920499444008, 0.5976396799087524, 0.17646346986293793, 0.029979899525642395, -0.00031052681151777506, 2.6949761377181858e-05, 0.028204523026943207]]","[-0.2632243037223816, 0.3381872773170471, 0.43185940384864807, -0.11728443950414658, -0.8871450424194336, 0.4425118565559387]","[[0.012448007240891457, -0.021635575219988823, 0.024376394227147102]]","[2, 30]",26.038514376,-0.4657091498374939,34,9632,1748251738.4874935,16
"[[0.016067255288362503, -0.03748289868235588, 0.0074983024969697]]",9633,"[0.5975515842437744, 0.1747715175151825, 0.03012310341000557]","[0.3195831775665283, -0.7834970355033875, 0.1528301239013672, -0.8881766200065613]",False,"[0.4631837010383606, -0.26941385865211487, 0.029999999329447746]","[[0.5980802774429321, 0.15656611323356628, 0.025933224707841873, 0.049630969762802124, 0.5975515842437744, 0.1747715175151825, 0.03012310341000557, 0.004454548005014658, 5.9631120166159235e-06, 0.038714054971933365]]","[-0.26416775584220886, 0.28276360034942627, 0.5437402725219727, -0.03142567723989487, -1.0666788816452026, 0.5367133617401123]","[[0.015557397156953812, -0.0369773767888546, 0.007777699269354343]]","[2, 30]",26.038536558,-0.46406400203704834,34,9633,1748251738.4904068,17
"[[0.04936879873275757, -0.04858044907450676, 0.04615286737680435]]",9699,"[0.5471910834312439, 0.1689862161874771, 0.03047339804470539]","[0.9875059127807617, -0.9722878336906433, 0.9236626625061035, -0.9397399425506592]",False,"[0.5902813076972961, 0.11328718811273575, 0.029999999329447746]","[[0.553638219833374, 0.15070076286792755, 0.027246015146374702, 0.04690173268318176, 0.5471910834312439, 0.1689862161874771, 0.03047339804470539, 0.016248656436800957, 2.865078613467631e-06, 0.06130318343639374]]","[-0.07307549566030502, -1.6926543712615967, 2.533895969390869, 4.501834869384766, 0.45441797375679016, 0.4438723921775818]","[[0.049364686012268066, -0.04852275177836418, 0.046180326491594315]]","[2, 30]",26.198339083,-0.07042282819747925,35,9699,1748251738.6411064,33
"[[0.03973888233304024, -0.04905768856406212, 0.012872300110757351]]",9712,"[0.5474764704704285, 0.16919167339801788, 0.029989976435899734]","[0.7947788238525391, -0.9811543822288513, 0.25744688510894775, 0.308255672454834]",False,"[0.5902813076972961, 0.11328718811273575, 0.029999999329447746]","[[0.6358656883239746, 0.09712766855955124, 0.05629388242959976, 0.07976949214935303, 0.5474764704704285, 0.16919167339801788, 0.029989976435899734, 5.044787485530833e-07, 2.620515715534566e-07, 0.05200209096074104]]","[0.056735195219516754, -4.119096755981445, 2.794078826904297, 11.279471397399902, 3.5087480545043945, -0.07646690309047699]","[[0.01017390564084053, -0.0026936717331409454, 0.0013350164517760277]]","[2, 30]",26.198840565,-0.07040999829769135,35,9712,1748251738.6730883,46
"[[0.014572763815522194, 0.04262733832001686, 0.03742874413728714]]",9724,"[0.6769394278526306, -0.1853930950164795, 0.03213554620742798]","[0.25931406021118164, 0.9495804309844971, 0.7756661176681519, -0.885758101940155]",False,"[0.6801455020904541, 0.17286317050457, 0.029999999329447746]","[[0.6701518297195435, -0.16867870092391968, 0.02636568248271942, 0.04955770820379257, 0.6769394278526306, -0.1853930950164795, 0.03213554620742798, -0.07434927672147751, 4.920042556477711e-06, -0.010127397254109383]]","[0.22081027925014496, 0.22951117157936096, -0.453620970249176, 0.2720166742801666, -0.11921311169862747, 0.05884194374084473]","[[0.01839473284780979, 0.04170623794198036, 0.0376315601170063]]","[2, 30]",26.242536878,-0.35827696323394775,36,9724,1748251738.6971936,8
"[[-0.011777877807617188, 0.046252064406871796, 0.03670798987150192]]",9735,"[0.6758871674537659, -0.18193991482257843, 0.031462039798498154]","[-0.25975942611694336, 0.9362180233001709, 0.7600390911102295, -0.8751962780952454]",False,"[0.6801455020904541, 0.17286317050457, 0.029999999329447746]","[[0.6817492842674255, -0.1652202606201172, 0.02789255604147911, 0.049472223967313766, 0.6758871674537659, -0.18193991482257843, 0.031462039798498154, -0.05013435333967209, -0.0002044839784502983, -0.029135307297110558]]","[0.6662502288818359, -0.46013253927230835, 2.0798468589782715, 1.6062313318252563, -1.7153898477554321, 0.9579887986183167]","[[-0.002665579319000244, 0.043686382472515106, 0.03567808121442795]]","[2, 30]",26.24292081,-0.35483163595199585,36,9735,1748251738.726453,19
"[[-0.04838510975241661, 0.04740641638636589, -0.038314469158649445]]",9739,"[0.6735344529151917, -0.17394499480724335, 0.031952597200870514]","[-0.9755234718322754, 0.9732391834259033, -0.7530038952827454, -0.9848976135253906]",False,"[0.6801455020904541, 0.17286317050457, 0.029999999329447746]","[[0.6741161346435547, -0.15738552808761597, 0.026633713394403458, 0.049164317548274994, 0.6735344529151917, -0.17394499480724335, 0.031952597200870514, -0.0677625834941864, -1.1872091221221126e-07, 0.0260668583214283]]","[0.5103211402893066, -0.6183316111564636, 2.135603427886963, 1.5987998247146606, -0.7125786542892456, 0.8280762434005737]","[[-0.043183233588933945, 0.045795198529958725, -0.038484979420900345]]","[2, 30]",26.251405092,-0.34687668085098267,36,9739,1748251738.7370677,23
"[[0.006911098957061768, 0.04995093494653702, 0.04027213156223297]]",9816,"[0.5475834012031555, 0.14707328379154205, 0.0299898199737072]","[0.13821959495544434, 0.999018669128418, 0.8052390813827515, 0.9648833274841309]",False,"[0.5679205060005188, -0.27099254727363586, 0.029999999329447746]","[[0.6380175352096558, 0.02438831888139248, 0.2101173847913742, 0.07027389109134674, 0.5475834012031555, 0.14707328379154205, 0.0299898199737072, -3.3503115446364973e-06, -1.0719993042584974e-05, -3.5290004234411754e-06]]","[0.031228283420205116, -0.036004483699798584, -0.040873315185308456, -0.0356299951672554, 0.07730570435523987, 0.20066535472869873]","[[0.007333099842071533, 0.02556261606514454, 0.02754470705986023]]","[2, 30]",26.430189182,-0.4185602068901062,38,9816,1748251738.9167159,0
"[[0.02080719545483589, -0.04260652884840965, 0.03201515972614288]]",9830,"[0.5399484634399414, 0.12900353968143463, 0.03106936626136303]","[0.3934953212738037, -0.8972741961479187, 0.6423192024230957, -0.9394847750663757]",False,"[0.5679205060005188, -0.27099254727363586, 0.029999999329447746]","[[0.5371076464653015, 0.11635091155767441, 0.02528407610952854, 0.05307928845286369, 0.5399484634399414, 0.12900353968143463, 0.03106936626136303, 0.03665589168667793, -6.056538381926657e-07, 0.09081738442182541]]","[-0.13545919954776764, 0.3373439908027649, -0.03539080172777176, 0.07838426530361176, -0.5908584594726562, 0.3297030031681061]","[[0.021442163735628128, -0.04090695455670357, 0.03179887682199478]]","[2, 30]",26.466446408,-0.4009743630886078,38,9830,1748251738.9519427,14
"[[0.02402365766465664, -0.04680633544921875, 0.046158380806446075]]",9844,"[0.5446672439575195, 0.1189829558134079, 0.03211437538266182]","[0.48024308681488037, -0.9695343375205994, 0.9508781433105469, -0.8606722354888916]",False,"[0.5679205060005188, -0.27099254727363586, 0.029999999329447746]","[[0.5771308541297913, 0.0978124812245369, 0.03961910307407379, 0.043660007417201996, 0.5446672439575195, 0.1189829558134079, 0.03211437538266182, 0.0320235937833786, -0.04018796235322952, -0.13241377472877502]]","[-0.023437997326254845, -1.3088746070861816, 2.1123640537261963, 3.4972832202911377, 0.05487992614507675, 0.48830723762512207]","[[0.02334929071366787, -0.04574481397867203, 0.04514825716614723]]","[2, 30]",26.518766446,-0.3906738758087158,38,9844,1748251738.9882715,28
"[[0.045772310346364975, 0.04635082557797432, 0.04652019590139389]]",9879,"[0.5258533358573914, -0.05487005412578583, 0.030723685398697853]","[0.9156547784805298, 0.929394006729126, 0.9326167106628418, -0.8973779678344727]",False,"[0.5376037955284119, 0.2237481027841568, 0.029999999329447746]","[[0.5277014970779419, -0.03551585227251053, 0.033030759543180466, 0.04640495404601097, 0.5258533358573914, -0.05487005412578583, 0.030723685398697853, -0.024772170931100845, 1.5206507669063285e-05, -0.046127498149871826]]","[0.0702754408121109, 0.2698439359664917, -0.9494327902793884, 0.7742535471916199, -1.3008641004562378, 0.4467869997024536]","[[0.04570138081908226, 0.04618704319000244, 0.04657499119639397]]","[2, 30]",26.614536855,-0.2788667678833008,39,9879,1748251739.058389,13
